ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
979,2016-04-07,Alajuela,Los Chiles,Local,Huelga,,Trabajadores y Trabajadoras de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Se cumple el cuarto día de huelga en Exportaciones Norteñas. El grupo de trabajadoras y trabajadores mantiene cerrado el paso a los predios de la empresa, ubicada en Los Chiles. Dicha medida, según dicen, se mantendrá hasta lograr una solución a sus demandas. La noche anterior, los representantes de la empresa decidieron romper negociaciones cuando se puso sobre la mesa el pago de los días de huelga a las y los trabajadores. Según ellos, no ""premiarán"" la conducta de las y los manifestantes. No obstante, es la misma empresa la que este día hace un nuevo llamado a negociar. Todo esto transcurre en medio de la presencia de un considerable contingente policial en la zona. Horas más tarde, ambas partes suscriben un acuerdo, el cual es ratificado por una asamblea con la presencia de 350 trabajadoras y trabajadores, según se informa. Entre los acuerdos, se decide el pago de un 70% de los montos calculados de liquidación, la contratación de las y los trabajadores conforme la ley, el pago de la mitad de los días de huelga y la no toma de represalias contra las y los huelguistas.","Socialismo Hoy: GOBIERNO MOVILIZA 17 PATRULLAS, GAO Y OIJ PARA REPRIMIR HUELGA Y SALVAR PRODUCCIÓN DE PIÑA A EMPRESARIO (2016-04-07), Socialismo Hoy: SE FIRMA ACUERDO PRELIMINAR DE HUELGA, ASAMBLEA DE TRABAJADORES DECIDIRÁ SI ACEPTARLO (2016-04-07), Socialismo Hoy: ¡TRIUNFA LA HUELGA DE EXPORTACIONES NORTEÑAS! EMPRESA PAGARÁ LIQUIDACIONES E INCLUIRÁ EN PLANILLA A TRABAJADORES (2016-04-07)"
980,2016-04-07,Alajuela,Los Chiles,Local,Bloqueo,,Trabajadores y Trabajadoras de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Se cumple el cuarto día de huelga en Exportaciones Norteñas. El grupo de trabajadoras y trabajadores mantiene cerrado el paso a los predios de la empresa, ubicada en Los Chiles. Dicha medida, según dicen, se mantendrá hasta lograr una solución a sus demandas. La noche anterior, los representantes de la empresa decidieron romper negociaciones cuando se puso sobre la mesa el pago de los días de huelga a las y los trabajadores. Según ellos, no ""premiarán"" la conducta de las y los manifestantes. No obstante, es la misma empresa la que este día hace un nuevo llamado a negociar. Todo esto transcurre en medio de la presencia de un considerable contingente policial en la zona. Horas más tarde, ambas partes suscriben un acuerdo, el cual es ratificado por una asamblea con la presencia de 350 trabajadoras y trabajadores, según se informa. Entre los acuerdos, se decide el pago de un 70% de los montos calculados de liquidación, la contratación de las y los trabajadores conforme la ley, el pago de la mitad de los días de huelga y la no toma de represalias contra las y los huelguistas.","Socialismo Hoy: SE FIRMA ACUERDO PRELIMINAR DE HUELGA, ASAMBLEA DE TRABAJADORES DECIDIRÁ SI ACEPTARLO (2016-04-07), Socialismo Hoy: GOBIERNO MOVILIZA 17 PATRULLAS, GAO Y OIJ PARA REPRIMIR HUELGA Y SALVAR PRODUCCIÓN DE PIÑA A EMPRESARIO (2016-04-07), Socialismo Hoy: ¡TRIUNFA LA HUELGA DE EXPORTACIONES NORTEÑAS! EMPRESA PAGARÁ LIQUIDACIONES E INCLUIRÁ EN PLANILLA A TRABAJADORES (2016-04-07)"
981,2016-04-07,Alajuela,Los Chiles,Local,Reunión con autoridades,,Trabajadores y Trabajadoras y representantes de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,Acuerdo tras negociación,No registrada/no existente,Particular,No registrado o no existente,"Se cumple el cuarto día de huelga en Exportaciones Norteñas. El grupo de trabajadoras y trabajadores mantiene cerrado el paso a los predios de la empresa, ubicada en Los Chiles. Dicha medida, según dicen, se mantendrá hasta lograr una solución a sus demandas. La noche anterior, los representantes de la empresa decidieron romper negociaciones cuando se puso sobre la mesa el pago de los días de huelga a las y los trabajadores. Según ellos, no ""premiarán"" la conducta de las y los manifestantes. No obstante, es la misma empresa la que este día hace un nuevo llamado a negociar. Todo esto transcurre en medio de la presencia de un considerable contingente policial en la zona. Horas más tarde, ambas partes suscriben un acuerdo, el cual es ratificado por una asamblea con la presencia de 350 trabajadoras y trabajadores, según se informa. Entre los acuerdos, se decide el pago de un 70% de los montos calculados de liquidación, la contratación de las y los trabajadores conforme la ley, el pago de la mitad de los días de huelga y la no toma de represalias contra las y los huelguistas.","Socialismo Hoy: SE FIRMA ACUERDO PRELIMINAR DE HUELGA, ASAMBLEA DE TRABAJADORES DECIDIRÁ SI ACEPTARLO (2016-04-07), Socialismo Hoy: GOBIERNO MOVILIZA 17 PATRULLAS, GAO Y OIJ PARA REPRIMIR HUELGA Y SALVAR PRODUCCIÓN DE PIÑA A EMPRESARIO (2016-04-07), Socialismo Hoy: ¡TRIUNFA LA HUELGA DE EXPORTACIONES NORTEÑAS! EMPRESA PAGARÁ LIQUIDACIONES E INCLUIRÁ EN PLANILLA A TRABAJADORES (2016-04-07)"
982,2016-04-07,Alajuela,Los Chiles,Local,Asamblea,,Trabajadores y Trabajadoras de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,Acuerdo tras negociación,No registrada/no existente,Particular,No registrado o no existente,"Se cumple el cuarto día de huelga en Exportaciones Norteñas. El grupo de trabajadoras y trabajadores mantiene cerrado el paso a los predios de la empresa, ubicada en Los Chiles. Dicha medida, según dicen, se mantendrá hasta lograr una solución a sus demandas. La noche anterior, los representantes de la empresa decidieron romper negociaciones cuando se puso sobre la mesa el pago de los días de huelga a las y los trabajadores. Según ellos, no ""premiarán"" la conducta de las y los manifestantes. No obstante, es la misma empresa la que este día hace un nuevo llamado a negociar. Todo esto transcurre en medio de la presencia de un considerable contingente policial en la zona. Horas más tarde, ambas partes suscriben un acuerdo, el cual es ratificado por una asamblea con la presencia de 350 trabajadoras y trabajadores, según se informa. Entre los acuerdos, se decide el pago de un 70% de los montos calculados de liquidación, la contratación de las y los trabajadores conforme la ley, el pago de la mitad de los días de huelga y la no toma de represalias contra las y los huelguistas.","Socialismo Hoy: SE FIRMA ACUERDO PRELIMINAR DE HUELGA, ASAMBLEA DE TRABAJADORES DECIDIRÁ SI ACEPTARLO (2016-04-07), Socialismo Hoy: GOBIERNO MOVILIZA 17 PATRULLAS, GAO Y OIJ PARA REPRIMIR HUELGA Y SALVAR PRODUCCIÓN DE PIÑA A EMPRESARIO (2016-04-07), Socialismo Hoy: ¡TRIUNFA LA HUELGA DE EXPORTACIONES NORTEÑAS! EMPRESA PAGARÁ LIQUIDACIONES E INCLUIRÁ EN PLANILLA A TRABAJADORES (2016-04-07)"
1062,2016-05-13,Alajuela,San Carlos,Regional,Denuncia ante entidades nacionales y/o entidades internacionales,,Extrabajadores de TICOFRUIT S.A.,Grupos y/u organizaciones de trabajadores y trabajadoras,De extrabajadores y extrabajadoras y pensionados y pensionadas,Cancelar prestaciones.,Defensa del trabajo y las condiciones laborales,Pago de prestaciones,MTSS y TICOFRUIT,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"En la oficina del MTSS en Ciudad Quesada, San Carlos, un grupo de 13 ex trabajadores de la empresa transnacional productora de cítricos TICOFRUIT S.A., acompañados por miembros del SITRASEP, demandan que el ministerio convoque a la empresa a negociar el pago de las prestaciones adeudadas. Según denuncian, tras sus despidos solo se les cancelaron ₡100 mil colones, alegando que los registros de los años laborados habían desaparecido debido a los cambios en la administración. En cambio, según las estimaciones del mismo MTSS el monto asciende a unos ₡88 millones pues la mayoría de estos trabajadores contaba con 6 a 7 años de laborar para la empresa.   ",Socialismo Hoy: DESPEDIDOS DE TICOFRUT Y SINDICATO SITRASEP EXIGEN PAGO DE PRESTACIONES (2016-05-20)
1074,2016-04-08,Alajuela,Los Chiles,Local,Huelga,,Trabajadores y Trabajadoras de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,Acuerdo tras negociación,No registrada/no existente,Particular,No registrado o no existente,"En el quinto día de huelga en Exportaciones Norteñas y tras una serie de acuerdos tomados el día de ayer entre la empresa y las y los trabajadores se depone este día la huelga. Entre los acuerdos, se decide el pago de un 70% de los montos calculados de liquidación, la contratación de las y los trabajadores conforme la ley, el pago de la mitad de los días de huelga y la no toma de represalias contra las y los huelguistas.","La Extra: TERMINA HUELGA DE TRABAJADORES EN PIÑERA DE LOS CHILES (2016-04-08), Socialismo Hoy: SE FIRMA ACUERDO PRELIMINAR DE HUELGA, ASAMBLEA DE TRABAJADORES DECIDIRÁ SI ACEPTARLO (2016-04-07)"
1145,2016-06-16,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,,Maquila Lama,Grupos y/u organizaciones de empresarios y empresarias,Del sector agrícola o agroindustrial,Investigar prácticas monopolísiticas,Intervención de gobierno,,COPROCOM-MEIC y LAICA,Ministerios,No registrada/no existente,No registrada/no existente,,No registrado o no existente,"Juan Carlos Sandoval, gerente de la empresa importadora Maquila Lama, presenta una denuncia ante el MEIC contra la LAICA por supuestas prácticas monopolísticas. La denuncia puesta ante la COPROCOM se sustenta en el artículo 12 de la Ley de Promoción de la Competencia y Defensa Efectiva del Consumidor. Según Sandoval, representantes de ventas de la LAICA se han presentado en comercios ofreciendo mejores condiciones como el otorgamiento de créditos a cambio de no vender el azúcar Mr. Máximo, comercializado en Costa Rica por Maquila Lama. Ante la denuncia, Édgar Herrera, director de la LAICA, rechaza lo dicho por Sandoval y agrega que el conflicto obedece a un caso sin solucionar en el MEIC sobre dumping contra Maquila Lama.","La Extra: MAQUILA LAMA PIDE AL MEIC DETENER A LAICA (2016-06-16), La Extra: MAQUILA LAMA DENUNCIA A LAICA (2016-06-16), CR Hoy: EMPRESA DENUNCIA PRESIONES DE LAICA CONTRA COMERCIOS ANTE EL MEIC (2016-06-16)"
1157,2016-06-22,Alajuela,Los Chiles,Regional,Declaración pública,Denuncia,Trabajadores y Trabajadoras de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Un grupo de trabajadores de la empresa piñera Santa Fe denuncia haber sido despedido como parte de una política de persecución sindical en su contra. Este grupo formó parte del Comité de Huelga de Santa Fe que en los pasados meses de marzo y abril desarrolló movimientos de protesta contra la violación de sus derechos laborales. La huelga de abril concluyó con la firma de una serie de acuerdos entre las partes y la fundación del SITRASEP, integrado por las y los trabajadores de dicha empresa. Ahora, según ellos, la empresa ha iniciado una política de despidos dirigida contra los participantes de ese comité, pues en ninguno de los casos existe causa justificada de despido.  ",Socialismo Hoy: TRABAJADORES DENUNCIAN DESPIDOS INJUSTOS (2016-06-23)
1165,2016-06-24,Alajuela,Los Chiles,Regional,Asamblea,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Este día, trabajadoras y trabajadores de la piña afiliados al SITRASEP participan en una asamblea para discutir el clima de persecución sindical contra varios de sus dirigentes sindicales y las posibles acciones ante esta situación. Esta misma semana, el sindicato denunció el despido de 8 trabajadores, entre los que se encontraban dirigentes y participantes de las últimas huelgas contra la empresa Santa Fe. Tras la asamblea, deciden iniciar una campaña de denuncia y de fortalecimiento de su organización, para lo cual viajarán a San José para sostener reuniones con otras organizaciones sindicales y visibilizar su situación.",Socialismo Hoy: SITRASEP SE ORGANIZA CONTRA LA POLÍTICA ANTI-SINDICAL DE EXPORTACIONES NORTEÑAS (2016-06-27)
1166,2016-06-28,San José,Montes de Oca,Regional,Declaración pública,Denuncia,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente.",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1167,2016-06-28,San José,Montes de Oca,Regional,Asamblea,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,Apoyo solidario,Particular,No registrado o no existente,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente. ",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1168,2016-06-28,San José,San José,Regional,Asamblea,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,Apoyo solidario,Particular,No registrado o no existente,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente.",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1202,2016-07-06,San José,Goicoechea,Regional,Denuncia ante entidades nacionales y/o entidades internacionales,,SITRASEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,MTSS,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Este día, miembros del SITRASEP presentan una denuncia ante el MTSS contra la empresa piñera Exportaciones Norteñas por persecución sindical y despidos injustificados de varios de los integrantes del sindicato. Ya el mes anterior, el sindicato y trabajadores y trabajadoras de la piñera habían iniciado una campaña pública de denuncia ante esta política de la empresa la cual ha incluido la confección de ""listas negras"" para ""marcar"" a las y los trabajadores e impedirles obtener trabajo en otras empresas de la zona. Ahora, también denuncian que la empresa hace que algunos de sus trabajadores firmen supuestas cartas de despido cuando se trata de cartas de renuncia, sacando ventaja de situaciones como el analfabetismo de algunos de estos. El SITRASEP está exigiendo la intervención del Departamento de Inspección de Trabajo y el cumplimiento de lo establecido en el Código de Trabajo en materia de libertades sindicales y derechos laborales.","Socialismo Hoy: SITRASEP DENUNCIA A EXPORTACIONES NORTEÑAS POR PERSECUCIÓN SINDICAL (2016-07-06), Socialismo Hoy: EXPORTACIONES NORTEÑAS ENGAÑA A LOS TRABAJADORES PARA RENUNCIAR SIN SABERLO (2016-07-04)"
1203,2016-07-07,Alajuela,Los Chiles,Regional,Declaración pública,Denuncia,SITRASEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,MTSS y Empresa piñera Santa Fe,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"El SITRASEP denuncia públicamente el despido ilegal de otra dirigenta sindical por parte de la empresa piñera Santa Fe, relacionada con Exportaciones Norteñas, una de las principales empresas de comercialización de esta fruta en la Zona Norte y en el país. Se trata de Virginia Fernández Taleno, trabajadora de deshierba y fiscal de la Junta Directiva Nacional de ese sindicato. Según Ricardo Solís, secretario general de la organización sindical, el despido de Fernández es ilegal pues la protege el fuero sindical según lo establecido en los artículos 367 y 368 del Código de Trabajo. Agrega que adjuntarán este caso a la denuncia presentada ante el MTSS.",Socialismo Hoy: ¡DE MANERA ILEGAL!: PIÑERA VINCULADA A EXPORTACIONES NORTEÑAS DESPIDE A OTRA DIRIGENTE DE SITRASEP (2016-07-08)
1204,2016-07-08,Alajuela,San Carlos,Regional,Reunión con autoridades,,Trabajadores y Trabajadoras y capataz del proyecto piñero El Concho,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,"Respetar tiempos de almuerzo, pagar salario mínimo y seguro social.",Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Empresa contratista del proyecto piñero El Concho,Empresas privadas,No acuerdo tras negociación,No registrada/no existente,Particular,No registrado o no existente,"Un nuevo movimiento de huelga se produce en el sector de producción de piña en la Zona Norte. En este caso, se trata de trabajadores y trabajadoras de una empresa contratista del proyecto piñero El Concho, ubicado en Pocosol de San Carlos, propiedad de Exportaciones Norteñas. El grupo se declara en huelga tras una reunión fallida con el capataz de la empresa, para exigir respeto a sus tiempos de almuerzo, pues, según denuncian, si lo toman este se les descuenta de las horas trabajadas. Ante la negativa del capataz, el grupo de trabajadores se declara en huelga y cuenta con el apoyo del SITRASEP, el cual se mantiene exigiendo la presencia del MTSS. ","Socialismo Hoy: ESTALLA HUELGA EXIGIENDO TIEMPO PARA ALMORZAR, EN CONTRATISTA DE PROYECTO DE EXPORTACIONES NORTEÑAS EL CONCHO (2016-07-08)"
1205,2016-07-08,Alajuela,San Carlos,Regional,Huelga,,Trabajadores y Trabajadoras del proyecto piñero El Concho,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,"Respetar tiempos de almuerzo, pagar salario mínimo y seguro social.",Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Empresa contratista del proyecto piñero El Concho,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Un nuevo movimiento de huelga se produce en el sector de producción de piña en la Zona Norte. En este caso, se trata de trabajadores y trabajadoras de una empresa contratista del proyecto piñero El Concho, ubicado en Pocosol de San Carlos, propiedad de Exportaciones Norteñas. El grupo se declara en huelga tras una reunión fallida con el capataz de la empresa, para exigir respeto a sus tiempos de almuerzo, pues, según denuncian, si lo toman este se les descuenta de las horas trabajadas. Ante la negativa del capataz, el grupo de trabajadores se declara en huelga y cuenta con el apoyo del SITRASEP, el cual se mantiene exigiendo la presencia del MTSS. ","Socialismo Hoy: ESTALLA HUELGA EXIGIENDO TIEMPO PARA ALMORZAR, EN CONTRATISTA DE PROYECTO DE EXPORTACIONES NORTEÑAS EL CONCHO (2016-07-08)"
1206,2016-07-13,Alajuela,Los Chiles,Regional,Huelga,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Desde las 4 a.m. un grupo de unos 150 trabajadores y trabajadoras de la empresa piñera Santa Fe, relacionada con Exportaciones Norteñas, se declara en huelga como medida de presión para que la empresa cese la política de persecución contra los dirigentes sindicales del SITRASEP y el cumplimiento de los acuerdos firmados tras la huelga de abril. A la huelga también se suma el apoyo de 115 extrabajadores y extrabajadoras de la misma empresa, los cuales siguen esperando la cancelación de los dineros adeudados, como parte de los mismos acuerdos de abril.",Socialismo Hoy: ¡HUELGA EN PIÑERA DE SANTA FE! MÁS DE 150 TRABAJADORES EXIGEN RECONTRATACIÓN DE DIRIGENTES SINDICALES Y PAGO DE PRESTACIONES (2016-07-13)
1207,2016-07-14,Alajuela,Los Chiles,Regional,Huelga,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Continúa la huelga en la piñera Santa Fe. Este día, las y los trabajadores levantan barricadas y bloquean el acceso a la finca de la empresa. Un contingente de 40 antimotines de la Fuerza Pública se desplaza hasta el lugar y amenaza con intervenir si no se levanta el bloqueo. Tras la mediación de una funcionaria del MTSS, se decide terminar el corte de calle si la policía se retira e inicia la mesa de negociación con autoridades del ministerio. La misma se desarrolla desde las 8 a.m. entre representantes de las y los trabajadores y del ministerio. En su segundo día, la huelga suma la participación de 350 trabajadores. Este mismo día, distintas organizaciones se presentan en Casa Presidencial y entregan una carta de apoyo a la huelga.","Socialismo Hoy: REPRESIÓN: GOBIERNO DA ULTIMÁTUM Y REPRIMIRÍA HUELGA DE EXPORTACIONES NORTEÑAS (2016-07-14), Socialismo Hoy: POLICÍA ANTIMOTINES SE RETIRA Y CONTINÚA NEGOCIACIÓN DEL MTSS CON UNA HUELGA FORTALECIDA (2016-07-14)"
1208,2016-07-14,Alajuela,Los Chiles,Regional,Bloqueo,,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Continúa la huelga en la piñera Santa Fe. Este día, las y los trabajadores levantan barricadas y bloquean el acceso a la finca de la empresa. Un contingente de 40 antimotines de la Fuerza Pública se desplaza hasta el lugar y amenaza con intervenir si no se levanta el bloqueo. Tras la mediación de una funcionaria del MTSS, se decide terminar el corte de calle si la policía se retira e inicia la mesa de negociación con autoridades del ministerio. La misma se desarrolla desde las 8 a.m. entre representantes de las y los trabajadores y del ministerio. En su segundo día, la huelga suma la participación de 350 trabajadores. Este mismo día, distintas organizaciones se presentan en Casa Presidencial y entregan una carta de apoyo a la huelga.","Socialismo Hoy: POLICÍA ANTIMOTINES SE RETIRA Y CONTINÚA NEGOCIACIÓN DEL MTSS CON UNA HUELGA FORTALECIDA (2016-07-14), Socialismo Hoy: REPRESIÓN: GOBIERNO DA ULTIMÁTUM Y REPRIMIRÍA HUELGA DE EXPORTACIONES NORTEÑAS (2016-07-14)"
1209,2016-07-14,Alajuela,Los Chiles,Regional,Reunión con autoridades,,Representantes de trabajadoras y trabajadores de la empresa piñera Santa Fe y MTSS,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,Acuerdo de negociar,No registrada/no existente,Particular,Amenaza,"Continúa la huelga en la piñera Santa Fe. Este día, las y los trabajadores levantan barricadas y bloquean el acceso a la finca de la empresa. Un contingente de 40 antimotines de la Fuerza Pública se desplaza hasta el lugar y amenaza con intervenir si no se levanta el bloqueo. Tras la mediación de una funcionaria del MTSS, se decide terminar el corte de calle si la policía se retira e inicia la mesa de negociación con autoridades del ministerio. La misma se desarrolla desde las 8 a.m. entre representantes de las y los trabajadores y del ministerio. En su segundo día, la huelga suma la participación de 350 trabajadores. Este mismo día, distintas organizaciones se presentan en Casa Presidencial y entregan una carta de apoyo a la huelga.","Socialismo Hoy: POLICÍA ANTIMOTINES SE RETIRA Y CONTINÚA NEGOCIACIÓN DEL MTSS CON UNA HUELGA FORTALECIDA (2016-07-14), Socialismo Hoy: REPRESIÓN: GOBIERNO DA ULTIMÁTUM Y REPRIMIRÍA HUELGA DE EXPORTACIONES NORTEÑAS (2016-07-14), La Extra: SE LOGRA ACUERDO ENTRE POLICÍAS Y HUELGUISTAS (2016-07-14), CR Hoy: POLICÍA DE MIGRACIÓN SE APERSONA A HUELGA EN PIÑERA DE LOS CHILES (2016-07-14), CR Hoy: TRABAJADORES SE MANTIENEN EN HUELGA EN LOS CHILES (2016-07-14)"
1210,2016-07-14,San José,San José,Regional,Declaración pública,Pronunciamiento,Organizaciones solidarias con las y los trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrada/no existente,Apoyo solidario,Particular,No registrado o no existente,"Continúa la huelga en la piñera Santa Fe. Este día, las y los trabajadores levantan barricadas y bloquean el acceso a la finca de la empresa. Un contingente de 40 antimotines de la Fuerza Pública se desplaza hasta el lugar y amenaza con intervenir si no se levanta el bloqueo. Tras la mediación de una funcionaria del MTSS, se decide terminar el corte de calle si la policía se retira e inicia la mesa de negociación con autoridades del ministerio. La misma se desarrolla desde las 8 a.m. entre representantes de las y los trabajadores y del ministerio. En su segundo día, la huelga suma la participación de 350 trabajadores. Este mismo día, distintas organizaciones se presentan en Casa Presidencial y entregan una carta de apoyo a la huelga.","Socialismo Hoy: POLICÍA ANTIMOTINES SE RETIRA Y CONTINÚA NEGOCIACIÓN DEL MTSS CON UNA HUELGA FORTALECIDA (2016-07-14), Socialismo Hoy: REPRESIÓN: GOBIERNO DA ULTIMÁTUM Y REPRIMIRÍA HUELGA DE EXPORTACIONES NORTEÑAS (2016-07-14), Socialismo Hoy: ORGANIZACIONES NACIONALES E INTERNACIONALES SE SOLIDARIZAN CON LA HUELGA EN EXPORTACIONES NORTEÑAS (2016-07-14)"
